"transcript_id","length","expression","half_life","type","gc_content"
"NM_020857",3922,23.15,2.40963855421687,"coding",0.604129032258065
"NM_020859",11020,3.23,4.41379310344828,"coding",0.503075934257644
"NM_020860",5156,7.84,3.2258064516129,"coding",0.430055955235811
"NM_020861",3105,23.99,2.85714285714286,"coding",0.448598130841121
"NM_020863",5469,9.56,2.85714285714286,"coding",0.542446669569003
"NM_020865",3600,10.21,3.33333333333333,"coding",0.384203480589023
"NM_020870",5265,15.54,2.56410256410256,"coding",0.4625
"NM_020880",3010,2.66,2.12765957446809,"coding",0.471312330481953
"NM_020886",4642,5.48,6.25,"coding",0.435974304068522
"NM_020888",5422,9.59,7.07692307692308,"coding",0.618787547788094
"NM_020890",3395,11.31,4,"coding",0.348007870142646
"NM_020892",2782,3.57,2.8169014084507,"coding",0.621513944223108
"NM_020893",6269,4.94,2.40963855421687,"coding",0.503682719546742
"NM_020894",4562,2.13,6.82352941176471,"coding",0.553320762623088
"NM_020895",2715,36.11,3.63636363636364,"coding",0.63595336592704
"NM_020897",3717,2.07,2.22222222222222,"coding",0.579468473163106
"NM_020898",3003,8.7,8.25,"coding",0.515423242467719
"NM_020899",5888,14.71,2.4390243902439,"coding",0.57150084317032
"NM_020901",5521,19.99,2.94117647058824,"coding",0.632586705202312
"NM_020905",1538,3.38,2.29885057471264,"coding",0.494871794871795
"NM_020909",6567,1.64,8,"coding",0.431970713849908
"NM_020912",5009,16.78,4.14814814814815,"coding",0.677357032457496
"NM_020914",12877,7.51,6.58823529411765,"coding",0.526069556394792
"NM_020918",6387,9.06,3.77358490566038,"coding",0.410332914572864
"NM_020919",6470,9.45,3.7037037037037,"coding",0.451985018726592
"NM_020920",7525,23.99,3.77358490566038,"coding",0.487847455351148
"NM_020924",1935,1.89,2.32558139534884,"coding",0.383164983164983
"NM_020925",5274,5.5,2.98507462686567,"coding",0.492499578628013
"NM_020931",2878,1.34,2.17391304347826,"coding",0.331660093223378
"NM_020933",4078,35.54,2.40963855421687,"coding",0.503205128205128
"NM_020935",8015,4,2.7027027027027,"coding",0.390924956369983
"NM_020936",2638,21.11,2.98507462686567,"coding",0.461219879518072
"NM_020937",7143,3.2,2.7027027027027,"coding",0.376665264338802
"NM_020940",5334,4.57,3.50877192982456,"coding",0.389331485971597
"NM_020943",3162,7.44,2.5,"coding",0.402951191827469
"NM_020944",3639,16.04,2.85714285714286,"coding",0.570202160066464
"NM_020947",3895,4.45,3.07692307692308,"coding",0.500698184719729
"NM_020948",4972,9.87,2.5,"coding",0.33996383363472
"NM_020951",4480,2.69,2.35294117647059,"coding",0.375388802488336
"NM_020954",5330,9.12,6.76923076923077,"coding",0.507686539182602
"NM_020959",4150,5.74,3.2258064516129,"coding",0.65820966969842
"NM_020960",6895,17.45,8.7741935483871,"coding",0.484470203596374
"NM_020961",2138,8.7,2.27272727272727,"coding",0.382716049382716
"NM_020962",6485,1.04,2.7027027027027,"coding",0.564199277070564
"NM_020963",3328,16.26,7.05882352941176,"coding",0.578816371681416
"NM_020964",12715,1.69,3.77358490566038,"coding",0.463272383354351
"NM_020967",3209,68.24,3.2258064516129,"coding",0.520161290322581
"NM_020972",4110,1.9,2.89855072463768,"coding",0.63903743315508
"NM_020973",2125,4.67,12.3157894736842,"coding",0.4
"NM_020978",2215,2.22,2.32558139534884,"coding",0.38393253439858
"NM_020992",1462,15.11,14.3414634146341,"coding",0.519217330538085
"NM_020993",3714,13.9,2.46913580246914,"coding",0.539762219286658
"NM_020998",2280,3.46,2.35294117647059,"coding",0.606508875739645
"NM_021003",2409,16.38,3.2258064516129,"coding",0.364232778520228
"NM_021004",1289,5.31,3.03030303030303,"coding",0.568037974683544
"NM_021005",3049,25.54,2.66666666666667,"coding",0.498013996595423
"NM_021008",2737,12.16,3.57142857142857,"coding",0.634703196347032
"NM_021009",2418,44.18,2.98507462686567,"coding",0.522571819425445
"NM_021012",1796,23,2.53164556962025,"coding",0.612008360250808
"NM_021018",466,116.18,6.4,"coding",0.587044534412955
"NM_021025",1513,5.86,4.38709677419355,"coding",0.677966101694915
"NM_021026",1496,2.25,2.89855072463768,"coding",0.469251336898396
"NM_021030",2967,2.01,2.12765957446809,"coding",0.406682416469794
"NM_021033",4370,8.43,3.57142857142857,"coding",0.383935018050542
"NM_021035",7209,16.17,2.4390243902439,"coding",0.511027881814399
"NM_021045",4883,1.83,2.27272727272727,"coding",0.393155745673731
"NM_021052",564,179.16,6.27027027027027,"coding",0.553191489361702
"NM_021055",5675,11.75,5.71428571428571,"coding",0.605154311167674
"NM_021058",481,149.89,6.625,"coding",0.558333333333333
"NM_021061",2166,6.19,2.35294117647059,"coding",0.450251889168766
"NM_021063",829,119.45,4.96,"coding",0.547325102880658
"NM_021064",2267,40.91,4.46153846153846,"coding",0.610547667342799
"NM_021065",460,265.63,2.66666666666667,"coding",0.56078431372549
"NM_021067",1861,10.31,5.44,"coding",0.418906674720628
"NM_021070",4064,3.27,6.90909090909091,"coding",0.668340611353712
"NM_021073",2207,20.63,3.07692307692308,"coding",0.361712846347607
"NM_021074",827,61.37,12.8275862068966,"coding",0.449241540256709
"NM_021076",3695,2.55,9.23076923076923,"coding",0.578392621870883
"NM_021078",3074,53.03,9.33333333333333,"coding",0.599357945425361
"NM_021079",4903,36.96,6.95652173913043,"coding",0.527555828723622
"NM_021080",2580,29.58,2.73972602739726,"coding",0.43811706629055
"NM_021083",5089,4.91,6.8,"coding",0.416312330885195
"NM_021089",2210,13.66,2.35294117647059,"coding",0.487596048298573
"NM_021095",3162,29.02,9.46666666666667,"coding",0.558667911609088
"NM_021098",8097,1.82,3.57142857142857,"coding",0.661150991604818
"NM_021100",2371,28.94,9.37931034482759,"coding",0.467087765957447
"NM_021102",1571,1.1,4.33333333333333,"coding",0.553317535545024
"NM_021105",2077,11.19,3.2258064516129,"coding",0.369433198380567
"NM_021107",1116,57.76,6.96774193548387,"coding",0.592321755027422
"NM_021109",656,45.6,3.2258064516129,"coding",0.443729903536977
"NM_021111",4414,1.88,3.33333333333333,"coding",0.42520398912058
"NM_021117",4146,11.12,2.29885057471264,"coding",0.567417090292907
"NM_021120",3100,6.03,3.27868852459016,"coding",0.521847070506455
"NM_021121",1128,66.99,18.8571428571429,"coding",0.479268292682927
"NM_021127",1885,7.88,2.32558139534884,"coding",0.36650868878357
"NM_021129",1316,42.97,21.6,"coding",0.419504643962848
"NM_021132",3079,6.67,3.84615384615385,"coding",0.410628019323672
"NM_021134",701,12.93,3.2258064516129,"coding",0.647845468053492
"NM_021135",5817,9.2,5.33333333333333,"coding",0.546124828532236
"NM_021137",3571,24.4,3.7037037037037,"coding",0.522689075630252
"NM_021138",2298,64.05,2.77777777777778,"coding",0.61297440423654
"NM_021140",5418,7.6,2.38095238095238,"coding",0.430447962276861
"NM_021141",3310,118.18,18,"coding",0.424681858538029
"NM_021144",3377,11.83,3.63636363636364,"coding",0.413953488372093
"NM_021145",3998,15.25,2.85714285714286,"coding",0.428363988383349
"NM_021146",2255,1.1,2.02020202020202,"coding",0.482014388489209
"NM_021147",1741,2.76,3.27868852459016,"coding",0.637766348273328
"NM_021148",4325,1.11,2.4390243902439,"coding",0.353704705246079
"NM_021151",3211,1.59,6.33333333333333,"coding",0.403744149765991
"NM_021153",3185,1.96,14.8363636363636,"coding",0.342702874384628
"NM_021156",2368,12.88,14.8,"coding",0.413403244306079
"NM_021158",2469,19.19,3.7037037037037,"coding",0.615025466893039
"NM_021159",2487,15.32,10.25,"coding",0.412863624232719
"NM_021163",6551,3.15,2.27272727272727,"coding",0.395795523290986
"NM_021167",3955,1.8,3.44827586206897,"coding",0.44847954495734
"NM_021168",2632,16.53,2.73972602739726,"coding",0.653053715967623
"NM_021170",893,1.93,6.61538461538461,"coding",0.737853107344633
"NM_021173",946,7.94,9.23076923076923,"coding",0.579693034238489
"NM_021183",3933,9.37,3.77358490566038,"coding",0.40473061760841
"NM_021188",2207,21.25,3.44827586206897,"coding",0.447579107891727
"NM_021190",3054,11.06,2.85714285714286,"coding",0.371875940981632
"NM_021194",2034,42.37,2.5974025974026,"coding",0.406923468521975
"NM_021199",1682,1.31,2.85714285714286,"coding",0.492063492063492
"NM_021202",4124,1.59,10,"coding",0.560455536709474
"NM_021203",1745,73.78,10.7619047619048,"coding",0.481142051462813
"NM_021204",1992,19.52,9.28,"coding",0.43254920787326
"NM_021205",4369,2.76,2.27272727272727,"coding",0.452206809583859
"NM_021211",2652,9.13,2.17391304347826,"coding",0.374402353806547
"NM_021213",1932,6.94,2.66666666666667,"coding",0.47920892494929
"NM_021215",4219,23.15,2.94117647058824,"coding",0.457516339869281
"NM_021216",3116,1.88,2.1505376344086,"coding",0.551151267851938
"NM_021217",2057,3.47,2.63157894736842,"coding",0.475
"NM_021218",1532,9.06,2.46913580246914,"coding",0.413952357802625
"NM_021222",2995,21.49,3.03030303030303,"coding",0.478347107438017
"NM_021224",8306,9.33,3.03030303030303,"coding",0.464282261962301
"NM_021226",2775,12.9,2.4390243902439,"coding",0.620373763283254
"NM_021228",4207,13.39,5.83333333333333,"coding",0.684509711037423
"NM_021235",2774,28.56,3.84615384615385,"coding",0.539829302987198
"NM_021237",832,11.47,10.8888888888889,"coding",0.413493653974616
"NM_021238",3097,20.34,2.53164556962025,"coding",0.394933419941539
"NM_021239",4189,31.08,3.38983050847458,"coding",0.386320270071921
"NM_021242",2372,59.93,2.24719101123596,"coding",0.561202767429484
"NM_021244",1453,1.72,2.8169014084507,"coding",0.420069063579118
"NM_021252",2809,11.4,3.33333333333333,"coding",0.367179487179487
"NM_021254",1064,13.42,9.92592592592593,"coding",0.475255972696246
"NM_021255",5755,2.51,2.63157894736842,"coding",0.41747572815534
"NM_021259",2561,20.49,14.7272727272727,"coding",0.639705882352941
"NM_021267",2558,4.48,8,"coding",0.713842574641334
"NM_021570",1475,18.9,9.42857142857143,"coding",0.697551290536069
"NM_021574",6927,13.12,4.95238095238095,"coding",0.604570741241919
"NM_021614",2515,3.83,2.53164556962025,"coding",0.534782608695652
"NM_021620",3234,1.49,2.38095238095238,"coding",0.621923937360179
"NM_021627",3207,14.35,6.11764705882353,"coding",0.451393852751966
"NM_021629",3302,20.51,10.0952380952381,"coding",0.381789390340459
"NM_021630",4611,2.67,17,"coding",0.679785330948122
"NM_021632",2358,2.29,2.27272727272727,"coding",0.426326963906582
"NM_021633",3338,17.75,4.28571428571429,"coding",0.461491996375717
"NM_021639",3401,58.06,3.84615384615385,"coding",0.427629772040648
"NM_021640",1215,28.51,16.8888888888889,"coding",0.59567387687188
"NM_021641",5504,6.96,6,"coding",0.543002697033263
"NM_021645",5585,2.6,2.94117647058824,"coding",0.417616205462109
"NM_021646",3252,4.65,2.38095238095238,"coding",0.587053571428571
"NM_021647",1961,2.31,2.32558139534884,"coding",0.413902555149976
"NM_021648",4144,4.61,3.33333333333333,"coding",0.476167315175097
"NM_021649",3453,15.42,6.16666666666667,"coding",0.41960661879488
"NM_021722",3455,6.98,2.53164556962025,"coding",0.403844088907978
"NM_021724",2768,8.85,3.44827586206897,"coding",0.588593155893536
"NM_021727",1807,46.14,12.7058823529412,"coding",0.626815642458101
"NM_021729",3279,6.56,3.84615384615385,"coding",0.533794404275385
"NM_021732",1387,58.24,2.46913580246914,"coding",0.594181818181818
"NM_021734",1651,42.32,3.07692307692308,"coding",0.560099132589839
"NM_021805",1695,3.58,6.78787878787879,"coding",0.649176327028676
"NM_021806",1606,23.01,12.3529411764706,"coding",0.648633575013943
"NM_021808",1741,1.26,2.32558139534884,"coding",0.625573394495413
"NM_021809",3425,48.02,2.94117647058824,"coding",0.521370023419204
"NM_021814",3003,62.09,9.73333333333333,"coding",0.399276672694394
"NM_021818",3031,12.51,4,"coding",0.424692954104719
"NM_021821",1878,48,9.54838709677419,"coding",0.400765445598688
"NM_021823",2268,8.89,2.73972602739726,"coding",0.54627539503386
"NM_021824",1606,44.35,3.7037037037037,"coding",0.462098241358399
"NM_021825",1585,6.45,3.44827586206897,"coding",0.397243107769424
"NM_021826",2875,15.77,2.38095238095238,"coding",0.452498240675581
"NM_021830",3630,33.76,2.53164556962025,"coding",0.538163716814159
"NM_021910",1466,1.05,2.17391304347826,"coding",0.531168831168831
"NM_021913",5014,13.87,24,"coding",0.538689845240619
"NM_021914",3093,12.13,10.1052631578947,"coding",0.346523330283623
"NM_021916",4042,1.93,2.40963855421687,"coding",0.513400576368876
"NM_021922",2565,12.9,5.6969696969697,"coding",0.580745341614907
"NM_021925",2877,5.13,2.98507462686567,"coding",0.417666581567526
"NM_021926",1586,37.66,2.63157894736842,"coding",0.581630871311332
"NM_021927",2671,5.52,5,"coding",0.398206278026906
"NM_021928",1544,26.5,9.8,"coding",0.357846355876559
"NM_021930",2991,12.9,9.6,"coding",0.406293706293706
"NM_021931",3316,14.93,2.5974025974026,"coding",0.490947495473748
"NM_021932",2714,34.28,7.73333333333333,"coding",0.587968217934166
"NM_021934",1468,69.89,2.94117647058824,"coding",0.596650383810188
"NM_021937",2239,24.65,3.07692307692308,"coding",0.60952380952381
"NM_021943",3005,20.81,2.85714285714286,"coding",0.544614404079031
"NM_021944",2352,10.21,2.94117647058824,"coding",0.510714285714286
"NM_021945",5431,4.58,2.85714285714286,"coding",0.531707317073171
"NM_021946",6740,4,3.125,"coding",0.565649592710203
"NM_021947",2477,19.67,6.09523809523809,"coding",0.427477840451249
"NM_021948",3488,4.26,2.77777777777778,"coding",0.62147406733394
"NM_021956",3409,10.47,3.27868852459016,"coding",0.429055484963998
"NM_021958",2308,3.67,2.4390243902439,"coding",0.635672776039338
"NM_021961",8850,25.6,4.8,"coding",0.430073271742593
"NM_021962",5300,16.68,5.90476190476191,"coding",0.579425393883225
"NM_021964",3032,22.69,2.38095238095238,"coding",0.355791465209165
"NM_021970",1416,6.26,5.53846153846154,"coding",0.374009128032669
"NM_021972",2174,23.97,7.11111111111111,"coding",0.646932185145318
"NM_021974",546,53.9,20.7272727272727,"coding",0.570048309178744
"NM_021975",1760,48.97,6,"coding",0.586015097338101
"NM_021977",5624,3.6,3.27868852459016,"coding",0.477427334570192
"NM_021979",2496,6.22,4.11111111111111,"coding",0.549459351221466
"NM_021980",3597,2.03,10.6086956521739,"coding",0.456161137440758
"NM_021982",6387,9.12,7.14285714285714,"coding",0.388793238378463
"NM_021988",2554,27.2,9.88235294117647,"coding",0.437179992122883
"NM_021991",3490,6.3,18.25,"coding",0.614401496259352
"NM_021994",1782,8.01,2.53164556962025,"coding",0.380232558139535
"NM_022006",713,1.61,2.24719101123596,"coding",0.637005649717514
"NM_022037",2390,23.78,3.125,"coding",0.364051293197131
"NM_022041",4677,7.28,3.33333333333333,"coding",0.420608219539547
"NM_022044",876,11.11,9.06666666666667,"coding",0.650909090909091
"NM_022045",3081,5.04,2.98507462686567,"coding",0.365829801108575
"NM_022051",5163,7.55,3.50877192982456,"coding",0.463898500576701
"NM_022055",1449,13.11,2.73972602739726,"coding",0.529416101445002
"NM_022060",2543,45.54,7.64705882352941,"coding",0.537528679121599
"NM_022061",1044,61.19,4.28571428571429,"coding",0.464208242950108
"NM_022063",2746,4.63,6.5,"coding",0.409915095697223
"NM_022064",4272,20.24,3.44827586206897,"coding",0.590364277320799
"NM_022066",5073,28.72,3.27868852459016,"coding",0.583224846568719
"NM_022067",2810,9.03,6,"coding",0.491610139235987
"NM_022068",2329,1.4,10.6206896551724,"coding",0.486787072243346
"NM_022070",3935,15.86,3.125,"coding",0.48166339227243
"NM_022071",2880,42.76,3.03030303030303,"coding",0.475274725274725
"NM_022072",1466,11.58,2.53164556962025,"coding",0.384854610480485
"NM_022073",2765,10.47,2.27272727272727,"coding",0.463414634146341
"NM_022078",2123,18.09,2.73972602739726,"coding",0.583529411764706
"NM_022079",4445,14.3,3.63636363636364,"coding",0.382419064748201
"NM_022080",3798,2.64,2.73972602739726,"coding",0.414386239249414
"NM_022082",2610,24,4.83333333333333,"coding",0.587833996588971
"NM_022087",2591,20.52,8.17391304347826,"coding",0.483388097845929
"NM_022089",3840,8.79,8,"coding",0.642642642642643
"NM_022090",2808,1.3,2.32558139534884,"coding",0.397079772079772
"NM_022091",7598,11.35,6.90909090909091,"coding",0.347145754853666
"NM_022092",3098,16.63,4.30769230769231,"coding",0.66882276843467
"NM_022095",4462,15.74,3.63636363636364,"coding",0.611585092052088
"NM_022098",3060,2.26,9.06666666666667,"coding",0.439531368102797
"NM_022100",1081,12.76,11.1304347826087,"coding",0.399054373522459
"NM_022101",904,17.93,9.5,"coding",0.457192524989135
"NM_022104",2703,17.31,3.63636363636364,"coding",0.600223131275567
"NM_022105",8562,45.16,2.73972602739726,"coding",0.525747209218581
"NM_022106",3825,17.76,2.32558139534884,"coding",0.400511207235549
"NM_022111",4379,13.02,7.07692307692308,"coding",0.439967105263158
"NM_022113",5878,12.42,3.33333333333333,"coding",0.485766605626769
"NM_022115",6654,13.04,2.7027027027027,"coding",0.542864749733759
"NM_022117",2830,11.04,5.45454545454546,"coding",0.558792184724689
"NM_022118",3624,40.29,3.33333333333333,"coding",0.409310411435194
"NM_022123",3428,1.21,10.695652173913,"coding",0.497100515463918
"NM_022126",1613,3.82,2.66666666666667,"coding",0.609547123623011
"NM_022130",2676,70.69,3.27868852459016,"coding",0.445481702763256
"NM_022134",1584,2.49,2.5974025974026,"coding",0.682506887052342
"NM_022140",4707,3.01,2.56410256410256,"coding",0.442184154175589
"NM_022145",1781,5.9,2.77777777777778,"coding",0.327556325823224
"NM_022149",1700,4.93,3.7037037037037,"coding",0.538506760728983
"NM_022151",2435,2.73,2.56410256410256,"coding",0.488990444536768
"NM_022152",2375,36.85,8.24242424242424,"coding",0.532722513089005
"NM_022156",1885,58.77,10.8571428571429,"coding",0.638602776533811
"NM_022157",1442,10.37,2.85714285714286,"coding",0.442745244311824
"NM_022158",1466,1.57,5.38461538461539,"coding",0.65470208183776
"NM_022160",2300,1,2.40963855421687,"coding",0.401897601145721
"NM_022163",1015,22.34,3.7037037037037,"coding",0.519269776876268
"NM_022165",755,2.8,2.4390243902439,"coding",0.619302949061662
"NM_022167",3567,14.12,2.98507462686567,"coding",0.613059595095523
"NM_022170",2546,134.12,11.2,"coding",0.518532969176746
"NM_022171",2146,4,18.6666666666667,"coding",0.537823834196891
"NM_022337",1412,2.04,2.4390243902439,"coding",0.465083798882682
"NM_022338",2050,53.53,3.44827586206897,"coding",0.580878802510864
"NM_022340",6678,7.35,3.125,"coding",0.486972147349506
"NM_022341",1180,9.56,3.38983050847458,"coding",0.529206016089542
"NM_022343",1900,4.16,3.84615384615385,"coding",0.515039577836412
"NM_022344",1631,4.61,9.125,"coding",0.419177479656917
"NM_022346",4682,15.91,6.8,"coding",0.386963156747329
"NM_022347",396,42.65,4,"coding",0.405846116680759
"NM_022350",3356,1.03,2.56410256410256,"coding",0.401870980315728
"NM_022353",1387,1.18,2.63157894736842,"coding",0.386387434554974
"NM_022358",1286,3.29,2.89855072463768,"coding",0.618933969769292
"NM_022361",1854,1.71,9.25,"coding",0.435337945715806
"NM_022362",3504,28.01,8.92307692307692,"coding",0.543869677050586
"NM_022365",2213,20.97,3.77358490566038,"coding",0.514285714285714
"NM_022366",1803,21.51,3.84615384615385,"coding",0.411995515695067
"NM_022369",2820,5.47,3.125,"coding",0.612259970457902
"NM_022371",2138,50.56,6.22222222222222,"coding",0.549483013293944
"NM_022372",1655,37.72,11.2380952380952,"coding",0.629563135846798
"NM_022373",2911,5.43,2.46913580246914,"coding",0.478502080443828
"NM_022374",2279,23.33,2.7027027027027,"coding",0.383465670247548
"NM_022406",1707,8.87,2.5,"coding",0.356965174129353
"NM_022443",1130,10.15,8.69565217391304,"coding",0.342250922509225
"NM_022445",2449,1.22,3.125,"coding",0.400984009840098
"NM_022450",3053,5.21,3.77358490566038,"coding",0.628676470588235
"NM_022451",3475,7.47,3.38983050847458,"coding",0.376555716353111
"NM_022453",1566,17.13,2.66666666666667,"coding",0.571428571428571
"NM_022455",8458,27.91,4.64,"coding",0.474773807698206
"NM_022457",2801,14.74,3.63636363636364,"coding",0.479476291578202
"NM_022458",2781,18.6,3.63636363636364,"coding",0.406037735849057
"NM_022459",8256,6.34,4,"coding",0.375570660444354
"NM_022460",2403,3.53,3.125,"coding",0.60973562736047
"NM_022461",3113,3.65,8,"coding",0.357710651828299
"NM_022463",3004,15.99,7.16666666666667,"coding",0.598357963875205
"NM_022465",4396,1.07,4.93333333333333,"coding",0.509316770186335
"NM_022473",10487,14.56,9.6,"coding",0.439005736137667
"NM_022474",5375,17.14,3.38983050847458,"coding",0.381858083394294
"NM_022476",2222,1.99,3.77358490566038,"coding",0.378775167785235
"NM_022478",2873,11.25,11.3333333333333,"coding",0.641258146783791
"NM_022480",3683,3.79,2.4390243902439,"coding",0.617260273972603
"NM_022481",5281,5.81,3.63636363636364,"coding",0.591669836439711
"NM_022482",4752,4.65,2.24719101123596,"coding",0.455316508067853
"NM_022483",2972,9.57,2.53164556962025,"coding",0.345760233918129
"NM_022484",3951,2.95,3.63636363636364,"coding",0.356652006597031
"NM_022485",2103,12.11,10.2222222222222,"coding",0.555765595463138
"NM_022486",3010,4.48,10,"coding",0.485903814262023
"NM_022488",1372,27.36,11.4545454545455,"coding",0.48469387755102
"NM_022489",3019,41.24,6.60869565217391,"coding",0.630853994490358
"NM_022490",1854,42.21,4.96551724137931,"coding",0.494339622641509
"NM_022491",4728,15.08,5.6,"coding",0.435647756138865
"NM_022492",3395,15.54,4.36363636363636,"coding",0.542524005486968
"NM_022493",2109,22.1,2.5,"coding",0.621002386634845
"NM_022494",2187,12.44,4,"coding",0.421658986175115
"NM_022495",2681,7.26,3.38983050847458,"coding",0.414473684210526
"NM_022496",1789,5.82,2.98507462686567,"coding",0.350604490500864
"NM_022497",4574,15.95,4,"coding",0.470909886264217
"NM_022566",2411,4.92,4.42105263157895,"coding",0.55363748458693
"NM_022569",3359,2.52,2.77777777777778,"coding",0.415508885298869
"NM_022571",1834,1.31,2.85714285714286,"coding",0.475984422327997
"NM_022662",6329,9.19,9.92,"coding",0.446019067250709
"NM_022719",1698,16.02,2.73972602739726,"coding",0.584623997014368
"NM_022720",4461,10.36,3.125,"coding",0.545716822015091
"NM_022725",3309,1.83,2.32558139534884,"coding",0.436949255545427
"NM_022727",2917,12.04,3.17460317460317,"coding",0.633402633402633
"NM_022730",1977,28.65,5.38461538461539,"coding",0.519299641862316
"NM_022731",1231,121.84,3.84615384615385,"coding",0.386935458665416
"NM_022733",2618,16.4,4.97297297297297,"coding",0.525301204819277
"NM_022734",1802,33.85,11.047619047619,"coding",0.521117608836907
"NM_022735",3581,21.02,3.27868852459016,"coding",0.418247767857143
"NM_022736",2161,7.36,11.68,"coding",0.423128641864635
"NM_022737",2686,9.55,10.3636363636364,"coding",0.627004848936964
"NM_022739",3866,11.08,2.85714285714286,"coding",0.417467948717949
"NM_022740",2801,8.78,5.6,"coding",0.49833648639833
"NM_022743",1477,62.92,2.77777777777778,"coding",0.466346153846154
"NM_022744",2760,5.52,6.4,"coding",0.603231597845601
"NM_022745",4140,16.24,11.6923076923077,"coding",0.458577798638817
"NM_022746",2043,109.31,8,"coding",0.468917249897077
"NM_022748",7646,20.48,3.44827586206897,"coding",0.554647330257086
"NM_022749",3759,16.02,3.38983050847458,"coding",0.608897126969416
"NM_022750",3805,7.78,8.51612903225806,"coding",0.534591194968553
"NM_022751",3055,3.03,2.32558139534884,"coding",0.451487013860853
"NM_022752",3606,18.52,2.22222222222222,"coding",0.622934888241011
"NM_022754",2986,56.79,10,"coding",0.426955238563699
"NM_022755",4401,16.16,3.03030303030303,"coding",0.509606373008435
"NM_022756",2167,25.38,7.15789473684211,"coding",0.430896027049873
"NM_022757",7932,1.93,2.85714285714286,"coding",0.375
"NM_022758",4430,27.86,4.88888888888889,"coding",0.514734299516908
"NM_022760",1999,10.76,2.63157894736842,"coding",0.625063163213744
"NM_022762",1825,23.63,3.77358490566038,"coding",0.546663257478906
"NM_022763",6894,18.56,3.125,"coding",0.42721952434317
"NM_022764",2308,17.06,2.46913580246914,"coding",0.553388429752066
"NM_022765",3697,3.18,2.77777777777778,"coding",0.607288629737609
"NM_022767",3074,32.77,2.35294117647059,"coding",0.557291666666667
"NM_022768",3450,49.35,2.32558139534884,"coding",0.541950785650756
"NM_022769",5171,31.61,3.84615384615385,"coding",0.53970080552359
"NM_022770",2176,24.43,2.63157894736842,"coding",0.475454545454545
"NM_022771",3228,7.5,3.50877192982456,"coding",0.351620947630923
"NM_022772",3181,6.88,5.71428571428571,"coding",0.634653465346535
"NM_022773",2620,9.35,3.84615384615385,"coding",0.622026093630084
"NM_022774",2217,6.48,2.1505376344086,"coding",0.486709982279976
"NM_022776",4206,7.54,4.96969696969697,"coding",0.426272292301
"NM_022777",2359,5.64,6.875,"coding",0.476541692276173
"NM_022778",3961,37.28,2.7027027027027,"coding",0.51511303022606
"NM_022779",3285,46.3,2.89855072463768,"coding",0.491704736715557
"NM_022780",3239,31.7,6.8,"coding",0.421478246805758
"NM_022782",3624,7.9,3.50877192982456,"coding",0.397236614853195
"NM_022783",2187,6.26,3.63636363636364,"coding",0.456987154534838
"NM_022786",1450,11.11,3.50877192982456,"coding",0.392857142857143
"NM_022818",2270,8.5,12.3428571428571,"coding",0.423847228691197
"NM_022821",1501,100.75,9.94594594594595,"coding",0.551841746248295
"NM_022822",2992,20.51,6.45161290322581,"coding",0.638461538461538
"NM_022826",3484,15.87,2.56410256410256,"coding",0.363144547759932
"NM_022827",2640,10.96,6.4,"coding",0.613515565679575
"NM_022828",6301,6.34,3.27868852459016,"coding",0.400793021411578
"NM_022829",4066,1.02,2.27272727272727,"coding",0.523632764167285
"NM_022830",2747,15.56,2.94117647058824,"coding",0.60369685767098
"NM_022831",2485,7.6,8.66666666666667,"coding",0.40436974789916
"NM_022832",3846,6.09,4.36363636363636,"coding",0.403555219364599
"NM_022833",4007,153.34,7.23076923076923,"coding",0.633942161339422
"NM_022835",4703,8.26,4.26666666666667,"coding",0.567221669980119
"NM_022836",3664,14.22,2.24719101123596,"coding",0.470572569906791
"NM_022838",3004,7.38,3.17460317460317,"coding",0.432869499811959
"NM_022839",1136,16.98,10,"coding",0.503537735849057
"NM_022840",3672,1.86,2.94117647058824,"coding",0.385450597176982
"NM_022841",10268,4.69,2.89855072463768,"coding",0.40606338998622
"NM_022894",4252,6.35,2.56410256410256,"coding",0.381736526946108
"NM_022895",1920,17.54,2.66666666666667,"coding",0.561199373461625
"NM_022896",4464,2.61,3.07692307692308,"coding",0.586284177498879
"NM_022897",4450,10.64,2.5974025974026,"coding",0.419144144144144
"NM_022899",3525,15.9,3.2258064516129,"coding",0.438111204246996
"NM_022900",3883,1.58,2.77777777777778,"coding",0.383871788349021
"NM_022902",2952,13.6,9.29032258064516,"coding",0.384018036072144
"NM_022903",1820,9.43,2.35294117647059,"coding",0.591848129536572
"NM_022909",1405,5.14,7.27272727272727,"coding",0.421713441654357
"NM_022912",3856,1.35,7.25,"coding",0.425176286236615
"NM_022913",2858,21.2,2.4390243902439,"coding",0.372614292055038
"NM_022914",2034,4.45,14.4,"coding",0.621837549933422
"NM_022915",1728,26.19,2.8169014084507,"coding",0.445233866193014
"NM_022916",2628,19.46,7.16666666666667,"coding",0.466549681947796
"NM_022917",4895,35.47,5.71428571428571,"coding",0.575506826644601
"NM_022918",3609,6.41,2.63157894736842,"coding",0.381069042316258
"NM_022965",4093,2.9,3.50877192982456,"coding",0.618915510718789
"NM_022970",4647,2.67,2.46913580246914,"coding",0.490382537281176
"NM_023000",5792,1.99,2.63157894736842,"coding",0.368291827428972
"NM_023004",1924,3.65,4.375,"coding",0.680041152263374
"NM_023007",2550,29.93,2.85714285714286,"coding",0.618357487922705
